velocity,angle_deg,gravity,range_actual,max_height_actual,range_noisy,max_height_noisy
667.3295021425665,26.808863431606394,9.828609148409353,36477.595066644244,4608.310630275813,35160.2904872389,4857.07145978322
602.3615130494811,17.056503799735967,9.809953575516762,20743.229393388927,1591.0542523510655,20594.52169542862,1447.8548501082744
503.8603981386293,28.214795755502752,9.792085686604565,21602.207041261823,2897.5462628278024,23297.585518611635,2914.528383941456
728.2970263056657,22.39303061698782,9.796382751496083,38142.454134095235,3928.9394013109786,39417.807602703324,3938.9624421767307
397.64570245642926,11.996401738705377,9.795991796164598,6563.491610891704,348.6705986898416,6333.840702340022,373.75793967714964
504.50125397465274,73.65129024842346,9.796324716383163,14035.175683047117,11961.38145727836,13364.983620567276,12235.729820988738
556.4532903055842,10.575619197222407,9.813648208655591,11384.940547677857,531.4049642247173,11084.332213080044,569.8818099177563
619.2489889519252,61.52575010359598,9.80654039640452,32775.73484947229,15107.536160476884,31565.630620793767,15515.377393674027
849.6231729751095,20.650352084366155,9.799271208904331,48619.44859236862,4580.907312875034,49196.435327069456,4563.919887432901
439.77164751085184,73.856073539972,9.787454488436435,10555.20666579675,9116.105919354426,10596.601287456779,9204.468070364757
659.9641068895281,72.495715771292,9.781106958147106,25546.809323136662,20250.751841445246,25903.491006351327,21793.450995176896
714.6901982034296,55.773080245848014,9.790941733879384,48523.38608558881,17831.970997028453,46483.431875799266,16675.628453239395
332.5152889039984,57.05639048604236,9.785373570198434,10313.22210599024,3978.8099403769575,10276.695814943085,4159.040980896803
725.2813963310068,10.373739937878199,9.819272251542612,18977.697424542905,868.5172701601255,17027.075009250788,841.2625037899295
419.36688658110404,78.94100962795214,9.785624897890694,6766.779135562976,8655.42815178459,6815.840421705262,8290.827292629794
345.53611508969567,71.44828225030702,9.816211411865341,7337.438980709892,5465.92207061826,7768.67518110039,5745.62050886526
964.2198760773333,72.65743580110644,9.799282934488804,53990.90216927863,43223.08745229169,50144.73631889915,41314.59956972447
975.9424231521915,56.147117593561035,9.783668919487189,90075.0994653827,33571.07497972568,92252.3417633799,34204.015159468625
865.8781436815228,34.13508500581756,9.82063650247158,70918.82899459748,12019.75429851166,68752.20787830987,11725.906510475397
513.2296384213595,72.55540543633366,9.808981528511831,15359.915309591872,12220.048532964856,15976.232797420867,10779.95449231582
368.3704798044687,30.406184970583464,9.791788075643177,12098.610639262159,1774.992096188206,12194.581326318594,1817.389200633607
778.9631185585099,49.3898080339542,9.824734058716633,61037.14357408975,17796.90638773717,62272.242725563745,17909.31278121676
608.1067456177209,16.981168064071767,9.782262915693527,21118.273483574212,1612.2287424261265,21186.721924683658,1458.254407141744
385.42676439134516,74.53689410929252,9.790090980409888,7798.375572925338,7047.627844740221,8316.317088507714,6801.457889490542
646.6238370778891,19.853932043984933,9.817602346390293,27209.013725832185,2456.197203949092,27681.648548637382,2234.2807547177513
324.0719647806529,25.74277640112851,9.815468896515494,8371.997967097277,1009.2178630607257,8076.70767211874,1046.139588284747
936.5242814551474,49.06939106897505,9.794463584686223,88646.39155153834,25556.447669406254,89083.92821054226,27330.056451933862
481.14598712001185,63.48651001490871,9.78310124376764,18905.137236930208,9473.873181916742,18556.44989986145,9876.271494988607
763.7655990477874,53.35459141554092,9.822903903611246,56878.01548601364,19114.910508784265,57339.86470591106,20060.26723022294
518.1977532625876,26.24937389601093,9.795684881903494,21747.814343487276,2681.1349313677356,21291.36065490865,2611.7162719098546
664.0476148244676,10.066012976924323,9.789785670746413,15503.031760285421,688.0058992101141,14978.400843841588,706.8203841144737
682.6971955402958,63.00054062152074,9.80580309111805,38452.51582700831,18867.267979888784,38835.64172273794,18858.71296613365
429.3981188678689,78.96451281377657,9.825511359964123,7051.308223779676,9039.065330093319,7070.977717132952,9122.818830970393
978.709239435191,66.69391842142633,9.782177328892168,71160.54493292923,41296.16790568344,74946.12881883112,43273.08042313912
842.5929763527802,42.21446327096307,9.818290204401544,71968.68569103717,16322.582702091824,70475.4942289893,17281.93223403098
957.6492590949324,73.26370829793746,9.808623661396934,51567.99464262134,42872.5881238836,46460.56161284865,42037.0948658024
926.3791452993541,38.6893371182845,9.80127245582759,85442.05611193446,17106.472929393156,83887.56265294463,15902.481036410862
718.5299851677596,46.74538589704273,9.817204022205253,52492.28109660598,13947.983681372614,48223.528067545216,13817.287911787054
945.3119645161818,43.39908371769783,9.828291221222083,90780.76119084202,21461.087085705913,92667.51210155137,21225.794932121407
361.94475143634367,41.33367108658675,9.791460310558135,13269.995426048725,2917.950043117995,12159.364533405682,2959.4721629309247
437.18800369340164,64.2633538505734,9.787182368253605,15277.843486481719,7923.280681034348,14522.834566575204,8253.28370444171
331.65910223737666,46.87382350886444,9.825644087261136,11171.027652516961,2981.6734946577567,10968.64523987455,2696.2405796660782
527.731231534285,32.170198541765124,9.813447653872865,25580.741644872276,4022.6192444019825,27555.511721514235,3887.677756284337
572.0741027826374,28.071071736093483,9.801899301078098,27726.391156204325,3696.6322476578116,26239.02260540747,3518.475239469444
489.94432224172715,12.642312187720337,9.808662978513214,10452.705298718034,586.1406651908616,10459.188580371376,622.8006510602078
880.1162564063505,50.82366133181322,9.817280695258813,77277.47010443293,23707.867662151108,79518.42623378722,23460.86618393898
549.7273286855125,26.097299078072396,9.818651594935286,24317.7473163849,2977.930015385833,26122.197793156665,2901.563446576019
496.65415678116653,20.36937454114682,9.825994709040948,16382.719669459584,1520.6782176614613,17019.839338351023,1561.6074005731518
679.887258210774,55.76809746793744,9.801342139444781,43869.02540085897,16118.514938479882,46268.45699322601,15640.595852187214
398.64695748233385,57.68464804750842,9.794670545500969,14660.422485074363,5794.18593760999,15293.977817054145,5789.783869507919
861.5378865278278,62.65084245803662,9.811983213339492,61737.11100826618,29840.520333104974,58004.72305287978,32547.16175973713
352.1854505758396,45.2503827437014,9.800786394963977,12655.092078297439,3191.545961080372,12882.688913295879,3476.59734450624
990.8208556203621,72.58382236427207,9.809729922697448,57161.5608984888,45555.610595803664,59587.1001334769,44627.67851658942
840.5713385076602,75.54399273787595,9.800999289922798,34853.363130958765,33799.026210611395,33186.50053441497,33490.843644061104
439.1009770739207,66.51596578547426,9.787649789333909,14399.652774885199,8285.54657225344,13982.23572900339,8029.097098635575
303.8654819865217,54.49154374057311,9.803471337582948,8906.294240517678,3120.566700463095,8548.620894911764,2820.077148119667
870.8229999183839,31.260466751383206,9.814545891097051,68548.98980910685,10403.420901097108,71197.11606867706,10942.416595610774
794.800140693332,78.80614451341549,9.819964190383383,24501.072178267354,30952.285143017245,24416.199091778588,34699.588724218316
810.3050176286911,29.189531703435684,9.804666313839826,57025.21731563988,7964.1612373011085,56110.401973175394,7787.576096199045
839.889242680162,24.185984539330175,9.78826189451052,53868.39989131083,6048.395510152942,50416.324511364524,5801.380934510066
351.83125621386324,40.9507879650608,9.800734385482471,12504.245484180066,2712.733241093957,12462.109769872159,2675.725212386081
550.9260099809908,13.978839949867192,9.819314696442085,14491.41608063247,901.8579488933946,14080.158129902185,905.6929216062034
381.1083416675908,78.49461252702535,9.800642963530853,5793.122489818928,7115.102131325901,5863.607285228657,6711.131495960015
904.1723981129155,51.19034894914974,9.814826539680212,81358.11250861597,25288.54704891132,76708.62981156327,24708.83434233584
736.3086887792906,48.98664641649227,9.805360684083904,54756.72374906941,15740.190721517962,55243.801944319974,16538.924538504423
531.6286173968545,55.905739592980396,9.79206115625547,26796.807182141987,9896.815103267136,26208.68322416651,9959.848232620108
344.49084520021654,44.79165534440447,9.819807525401153,12084.840131404131,2999.3174908050382,11329.962450195935,3189.8320425171178
517.6876252009636,12.244446196617911,9.784210672703534,11354.079637824549,616.014977587628,10600.575204420458,627.2501006228863
527.628325418723,52.86179021882777,9.806244514137758,27326.905494650608,9020.651248287637,25718.68924921195,8529.514102295718
810.7243248366449,60.13217138695015,9.79044455171217,57984.461192082694,25242.30509095143,57386.06428527051,24515.309064100813
746.2902299486492,39.172434243683725,9.783353281427068,55754.45684862196,11356.894013789397,56091.75858482696,11497.953487666146
921.0489198034286,63.010690044983505,9.805146696854163,69976.32903907659,34349.91175810383,70920.39240316382,32421.869629610945
630.5504476133644,25.890090953689445,9.804978107796746,31857.9820226369,3865.6491748153944,32347.88278883702,3623.5977377088484
383.7159721568112,25.48936137463288,9.815345045083786,11654.298214917331,1389.0397656686846,11212.295400597173,1306.2390668048245
799.2713510560965,21.299189138130178,9.817237534652595,44044.828327801,4292.910726115629,46375.687047235864,4403.625835566801
832.5495340318282,36.03963318524133,9.816389574434645,67184.55824193067,12220.869940595816,65699.02191152252,11997.081360819784
692.8940382986474,69.29084247723586,9.800477936645837,32407.842906720816,21430.8572718917,33137.26204214651,22697.894163306486
839.6770259681927,67.95384435043451,9.811584489361328,50001.15868172938,30867.68721180016,49590.760587799756,29484.166012246213
645.6569174550735,36.79769455744527,9.808847262132197,40769.569707776616,7624.244094745841,41535.26550725852,6687.453120677143
665.9129805673958,51.23831151861656,9.801078087805845,44175.540318917316,13754.646461371018,43702.1374125443,13664.756326379531
599.2787128509847,60.45714215324409,9.809860634709299,31408.71627838142,13854.488925528862,32026.894586161732,14995.790571668389
317.79338872086663,26.884474223961607,9.827362393835314,8289.58063000971,1050.6800605753012,8286.51809837783,1052.496130429982
375.5239988953131,21.769876012632295,9.789644687184069,9922.885215007529,990.7051253137856,10326.667543301679,922.7381348947782
322.000429980714,78.04671952486177,9.825288604789277,4276.481713278757,5050.060978367147,4101.427132467381,4639.926185538212
745.4872878846463,53.229011924673294,9.78267277569916,54482.12552153899,18226.173397919098,49660.75342546525,19317.831797762534
520.0491867534287,78.69910052835647,9.795419460645082,10611.179470009956,13274.856845438555,10094.755956705909,12738.926467806832
655.999483815292,33.642919099256034,9.794407262430576,40529.217995705876,6742.832740811485,42695.33936924621,7262.6361415591155
935.2965317482651,59.21221899818921,9.811318255394045,78411.59328879452,32900.118427956004,77805.63312258285,33976.10602446387
474.5045604042125,25.582254557886642,9.786561247588864,17920.910229540634,2144.8595007973518,18003.402236241403,2062.328662366987
587.2680461249408,28.284011989173905,9.824117380591987,29297.2344104446,3941.097907486263,27753.80246718739,4171.087936229599
828.885796980134,45.833148488873675,9.821427570423252,69924.7773585646,17997.127520592374,70153.9688403725,17165.752776432808
460.1587158441357,32.37326878556499,9.812603290984264,19516.669982614538,3093.2216424524545,18518.575141193927,2869.374918445479
353.8859368801551,21.733509468840914,9.802920691589609,8788.600733559935,875.8410993797963,8403.7561357416,837.8845374703377
502.8260170396376,28.40164913925282,9.826647802107104,21530.276118170157,2910.544439861615,21096.99687695735,3022.4165492118022
412.8549010778031,12.502387612610525,9.821537327736028,7335.69540577458,406.651309090578,7498.950301248355,429.78909737954086
950.7883566398011,59.30965350342406,9.804965757404062,80933.42159073777,34089.93669423654,83166.56723563622,33414.90947821859
865.6842656950919,44.44816599601031,9.815093667722715,76338.5703325698,18720.51771643466,78548.74331591696,16971.72996643488
743.3826295572965,16.597014648316794,9.808346497608984,30845.66385117909,2298.4354439257277,28396.388412176293,2119.5290833171503
910.0224131314023,22.018579518994386,9.809397111919413,58684.662783243875,5933.0705011230875,58665.10758534281,5616.349678720414
862.5704538293801,17.17741766788508,9.796548803471874,42858.67416931222,3312.11683022657,42436.98374534269,3097.8233881253204
430.5990412202251,52.88149657931135,9.803104230231245,18202.676395800772,6013.025878449287,16808.185360837426,6092.827864459426
924.7912989429844,16.594725452874567,9.783906071539487,47850.58474871483,3565.0206183371934,47888.82637792204,3910.4917656956272
677.5395693409555,62.799763312465124,9.79786743458323,38096.46725380323,18531.73873915522,37619.4476393762,19269.09491738433
865.2081086148438,11.435764352427382,9.814791425768107,29643.999953257506,1499.1343931266083,30402.18330327514,1414.5659099710126
927.2639099464452,27.456305159712446,9.82766080152531,71590.68242874036,9299.596609526317,71881.50911040773,8976.72588371982
522.6024324803047,72.34666731243351,9.82815320563815,16060.650470222718,12616.63720823805,15619.528218572881,12301.66874012966
377.0363471693737,60.29719226855722,9.807786143456244,12476.524654460118,5467.79645340441,13054.039556325113,5574.203645499388
459.5546137793592,15.10778330479814,9.810331112590479,10833.741556472982,731.1866798974595,9630.52807227411,788.630706576499
598.9754520383794,67.47882731396258,9.789286059275048,25934.194631752667,15636.325552879262,25850.861414316263,15270.90432804762
872.6103361457452,44.51245850781434,9.814765405404676,77570.73166701423,19065.427103887137,70731.89842165627,20532.29941748601
902.5114082794404,69.27481190181805,9.78353293963372,55112.325732735975,36414.21285405833,52598.67109803989,40244.82592735697
304.8664913718335,52.05178421152754,9.794234284289972,9203.574459985111,2950.5022827877688,9445.082559648465,2898.8822324003686
657.523111804296,57.72831224230011,9.813418167364272,39778.34008661576,15748.001512894602,37244.0670508916,15452.218909855392
592.1877022041454,79.54510922769957,9.795515506577175,12777.17831054835,17310.921478331224,11867.623488874095,16998.788800707567
455.47546732951116,26.26348821468127,9.782492343705723,16830.768365473086,2076.235694511559,18835.26657923154,2082.7228914532943
383.90575713357794,53.676190233297184,9.821593520467548,14323.132537117615,4870.402253237986,13349.66867513042,4783.178439236538
536.3306199825396,42.222497304017885,9.795516500356728,29227.621433477245,6630.727036415139,31639.66143965206,6923.864006326287
960.0367927387634,12.761636704588401,9.783155261242934,40592.96888386627,2298.479498671282,40243.459028441255,2120.481651427102
526.2420524145286,11.012944905200552,9.783739408225143,10615.17208523835,516.4673640477431,10336.61451326739,502.6616208317799
663.1534352203562,18.346000447250105,9.792587939939438,26833.546418197384,2224.5633091231075,27593.99086424994,2261.176804123562
792.1132712266244,55.43642183769837,9.788900797361077,59890.94175335966,21733.760550669682,63893.43564967572,22679.270967543383
554.5407216655058,49.70141615393745,9.818715005889008,30898.509773165533,9109.02443937321,29127.920197668238,10108.869704196153
980.2474579046725,48.74006928146092,9.79608420233335,97253.96122753398,27714.53063518758,94772.77056420318,25928.294177152213
973.7131064594779,12.229973376978206,9.820234789251991,39976.090115096405,2166.2573849147216,41668.81715657068,2095.632800164183
476.2476070777549,42.85120974520049,9.788692299891157,23105.645714951675,5358.613514496087,23438.360442494642,4751.373669864149
648.0739541246699,74.723597248977,9.804643958977204,21775.341343214754,19931.55890176533,22975.073187934293,18825.487927100457
510.61481687173875,37.83143085174527,9.814401856677657,25738.424860421692,4996.848285746338,26401.333377114057,4554.895718866428
499.38834606422733,53.74457288519194,9.812599542693292,24240.30973858567,8263.261275436507,26431.9052415118,8047.880446555458
325.820863148173,64.58730729362006,9.810056470496514,8389.068251619034,4414.3101167562345,8463.977848847859,4363.906289460385
726.6950337859278,64.87476953993213,9.826241080096558,41319.673393831414,22026.75911355929,41777.93160403871,22543.78688634634
651.875316260203,46.349605767669,9.791426257385337,43351.18848868324,11360.78282735897,44048.538680637976,11191.16660654317
336.03512587499256,70.05663617816354,9.804685960223106,7385.465566961361,5088.494662445996,7332.848241556243,5208.058278714131
495.052524965628,37.39646653546229,9.82419962750362,24072.74195302166,4600.662171821511,25093.53111939596,4626.903007088068
935.7861201766576,72.20852503493589,9.783894688279757,52080.55364139718,40573.72310941431,52697.815550128216,38477.4346277823
467.69332346688066,26.81590164768817,9.782794413412653,18004.274231215997,2275.221514323552,18713.80468262657,2083.3892035951885
401.4264104638562,29.615148489339973,9.791665114377913,14140.508759100368,2009.4682166366188,14808.294181757441,2068.112738007321
642.6169321942941,13.718443693930077,9.811651060976901,19393.117421289047,1183.5366591896877,19808.57101874907,1280.9714913011837
989.9553178774205,65.6907285579598,9.792993981322489,75087.06798179905,41556.924397463496,76970.68836906661,46825.064559910075
469.43869005805027,39.19386653628939,9.78951199419044,22050.34681032387,4494.9734466075,20936.44069985865,4705.215648735189
770.494883184115,26.03816297379793,9.802940115767914,47771.260164694715,5834.750340938024,46456.70594337902,6259.962209928673
833.1337307301023,26.22531943316058,9.810679903438471,56093.12454676071,6908.00888125403,58458.52520022502,7067.397267946121
466.3462807946797,73.09799588604632,9.792427885350836,12355.993482417422,10165.81240192566,13235.51236261321,10319.320939802205
809.7514440283016,68.37416203227258,9.795034559336187,45868.81985388102,28924.737440609802,41418.557631237585,29085.271214050244
557.4481929034773,48.74716197500283,9.810677965240576,31403.946714849768,8951.440065978795,30512.289513969252,8904.082631636029
742.6140814155056,53.127756029100475,9.827286921099473,53873.3931566265,17956.265736843936,53937.01925665054,18501.307134438608
743.4707975326263,43.20278993852037,9.813737086371905,56213.191348246786,13198.212893773387,53741.85016901839,12854.665338186953
675.0422788523309,37.41665800151662,9.819145207179227,44791.080043941336,8566.501443882798,42949.002882928544,8503.348145162234
363.2028390380858,74.0833816852832,9.798340504737773,7101.109084601563,6225.305713489061,7269.7319761143135,5858.645701907278
884.7117469124665,18.792889246421147,9.793612717969223,48747.665372814845,4147.07705566185,52602.08470150384,4245.5549302819
524.5460454802151,39.291275280135956,9.80271338716013,27513.159866652077,5628.066254320222,24718.065550356045,5358.173029023816
430.562957279898,34.11933355915127,9.820356641435584,17532.282458684545,2969.7193639993047,17382.84065886375,2974.7300215826576
328.5425990883347,44.87055041758039,9.802814982089528,11011.034855366473,2740.347999018942,11266.094654929477,2808.923987368427
713.6250602317693,42.034231218162255,9.822336270439493,51569.624013687,11622.329206714558,53581.391073516585,11962.800361453217
774.2950532895977,46.3222672155757,9.829438599034756,60928.640656730335,15951.952297072694,61900.84041720986,16567.3056666735
311.6114802494993,19.794328405889587,9.783601333286516,6324.884551978773,569.0978352824322,6881.91794087412,563.0286480201399
658.4651408094967,45.919905105929395,9.782270507804185,44299.82080740497,11436.414699140947,44363.84865262923,11714.356046707559
458.5470426385566,26.96931697210476,9.787479485145667,17366.65768227681,2209.2606465715885,18505.904165894546,2155.5065444005218
751.6209532866148,22.90319442917339,9.799218483786717,41335.0445932638,4365.830573314476,39999.16276939407,3935.6055376943837
422.056500303494,14.538395315033386,9.78655211045727,8845.677782036095,573.4932717838388,8871.322705154993,588.6997118066067
783.6564166717262,63.385679112929864,9.823533223880938,50076.37014078006,24984.45046548356,47039.95169022969,25357.328531507716
570.7147424103762,39.9209344599592,9.781157312551352,32778.293806661946,6856.815777805742,34254.7337722764,7204.224406940751
955.7109921157141,53.86505783182309,9.79578963581679,88813.5849490836,30409.48334395034,88278.73682844895,30371.032509307395
396.26466090219526,60.931534031332035,9.78923473147471,13623.51810960795,6127.090900042655,13867.257195869899,5635.95451657421
538.7464457351809,57.552166571948746,9.826576966507877,26746.849838976115,10517.15496822762,26327.76865271475,10468.97021027668
379.4314648684124,42.93505033627776,9.813474050244501,14632.371652624684,3403.482291693697,15061.413641823012,3554.35535430627
947.285532794994,37.15289702662109,9.825601512822569,87922.9504458594,16655.824134115715,89670.12882530042,17052.26173696725
914.1375473666867,36.317193674846465,9.828616435515519,81146.55229239412,14911.391898887601,77110.92557865096,14801.983607114113
480.55913940060896,54.803415785103944,9.804854912183869,22187.657750234346,7864.247782876514,21148.423990948468,7210.115684386514
761.9888322239253,44.63560484593114,9.7917159554024,59292.97918782949,14635.885290294698,59210.65465031938,13885.051967401134
872.0555401408511,69.43925735919575,9.789686439309829,51088.06688055714,34050.21980550683,52772.8848029904,34862.72421279528
688.6405681196236,71.22913890286985,9.791145943084292,29512.81557075906,21709.51602161502,32261.78021509087,19902.02822804185
670.7554048492045,21.939226460456293,9.8154296653811,31771.24591228508,3199.3081498299734,32252.565763100123,3148.399972358799
469.2966036303162,19.536355608200793,9.78202228640615,14191.153549881372,1258.8717852602401,14906.055191833482,1261.290215112322
365.1719374641294,54.12806482251997,9.782568053651636,12945.3151731557,4475.426473186177,11901.371989263653,4732.749432673529
928.0510305673288,31.08580236435956,9.810407147119157,77639.14255360643,11702.172373605003,85453.35086102248,12061.716091169059
930.2926400143314,11.29995031355692,9.81210285733687,33895.369067617365,1693.2331277453136,34921.866950886906,1774.7463215044556
743.1710200912876,72.20498685540686,9.813263146216123,32754.668490035063,25512.340633491585,32673.42952410426,25897.389874695167
537.3208537340904,25.88305370706658,9.798594025229429,23144.34051445098,2807.4574393926796,22953.75144426346,2688.7846718249834
544.4467022288626,75.04964561800664,9.820297244435707,15047.000444436268,14087.858580777287,14213.998651913063,13655.600486351826
808.1689752091676,60.22041156147775,9.806681229386331,57420.44905166978,25086.15772458394,55062.51622114682,23916.315383915928
927.977181966804,63.3857442938039,9.785273281500471,70493.66147610736,35171.28719531163,77227.34161228266,36210.213328355356
920.9604969855822,24.102304705521227,9.819854965353366,64393.47069389925,7201.925000694598,61209.199278253924,6952.046211844806
845.9128821003367,26.393609793176903,9.827653389313523,57986.91322923221,7194.223303369367,55063.596479870794,7052.49699169315
749.4221523080014,46.488742767684606,9.783001815650117,57331.62281179205,15097.789218151614,55318.65080987213,15114.767616821628
358.8979754965342,22.046989685490352,9.799567566935028,9146.245000586636,926.0128140497008,8598.302264508076,1002.0066319193772
413.14009986622966,31.380218487812257,9.804375802241736,15478.384165256695,2360.178132588709,15490.230217542348,2437.7257865742176
928.9879319689554,32.50237345634631,9.787323538003916,79918.75092711409,12729.628465234755,84269.96932929456,12237.721617571933
724.5003417617129,21.174095327693486,9.823385447389144,35994.839446588245,3485.689740316109,34896.11078321144,3512.1544313614954
306.43793613164075,24.362798337661253,9.794207482244502,7205.7432959870775,815.7576077255289,6710.952184881937,883.1111142930847
371.0300800062225,65.19862894057796,9.819150426996908,10677.111291788427,5776.483465293061,10832.923077829675,5954.162126236055
764.451238375639,21.703709818308788,9.813549724101415,40920.88036243963,4071.866333436321,40806.76361246513,3746.4728346873517
303.5431086923531,11.992017429074574,9.80990229112335,3817.8377709752845,202.73763622578088,4009.2497540345757,193.45996230864813
412.56563599224904,54.05484598402569,9.789607142434827,16525.557864757393,5697.831590083807,16150.007704750786,5415.23751800941
684.1136525566103,78.3188183574715,9.791035176027545,18954.848756558524,22920.28333210435,18708.287136017676,24571.380122217535
784.3266383848852,33.1849670236185,9.782367420237328,57612.635261415264,9419.76668762974,57181.89334376837,10011.46049442388
756.3728816518203,18.30589922373766,9.792035621489113,34844.11178668295,2881.892077858333,34999.17524556294,2791.827622125889
456.98851662239184,49.92711277572715,9.797272180473025,21001.496558669405,6241.011395122706,20589.27742286486,6039.2456691387815
798.5254549432751,73.44479477669523,9.82165726519312,35463.983336079014,29825.542304129798,34480.48886581911,29892.190136851845
466.07436124776007,64.88432458799352,9.79831963333574,17040.3387135174,9087.833740252723,15463.785588601364,9121.762734074755
527.7797887114874,53.57611078889012,9.817731089138281,27110.420767857227,9184.899811713294,26344.026511056683,8742.956449361012
822.5439835826169,32.05395476253196,9.801972114064775,62095.90595271991,9720.79590816773,64316.52779221999,9599.70848591009
754.7430293330503,47.9316121293354,9.819243415599693,57708.82864012283,15984.627047295031,60162.1622890874,14822.861740128425
894.4563873459246,16.387138891297877,9.828813580021851,44063.599814282345,3239.4689300995924,43025.65302734116,3445.551099733678
760.3290246102404,57.526179699646896,9.79199207790288,53483.83116255689,21009.377507535104,56958.90564879989,19160.205093429424
697.8160223348301,60.75672132283556,9.823117080598195,42260.62184750967,18870.634773255366,42199.969251529044,17199.225455581134
365.5723374796647,77.55221360369431,9.81109120431529,5734.242771766473,6494.3766390820565,5350.665977400493,6635.64214260512
557.4010621416035,28.227815112155014,9.820864713079432,26367.542492301345,3538.659319176699,24189.077151193404,3319.815137892714
485.6416573772078,11.291949333011585,9.81257929511339,9230.398937876604,460.7667483182685,9792.649269627047,449.2253485792161
470.79275036535853,48.19259250990054,9.801197475363708,22473.874315197427,6282.280352742776,22054.73237316654,6302.123833949352
981.1073883267119,59.47533530777701,9.791403746972088,86022.97215855293,36473.593742492376,80801.10022520497,37705.126148618925
575.1684072667323,65.32852331180916,9.783501761266558,25652.028683457287,13961.181041620526,22754.277825781493,13806.85266793307
924.4325886239793,23.561725311736744,9.806775918223035,63859.044359028,6962.135945782756,62595.541725130104,7581.477741960984
741.797038198084,28.322700832591657,9.829516304726344,46759.74181969136,6300.357408814246,47706.044103089764,6300.219119541453
856.3679124791539,45.881364768710746,9.81690209025071,74669.07098792258,19250.59349152522,72064.27350980103,20396.76873455264
651.8459651736345,33.14205669790013,9.796367277069951,39710.695845146096,6482.1581833129,37619.44093492368,6572.440314873489
703.8327192384513,70.23580406112114,9.821360240004337,32102.49030567032,22335.80825981733,31220.673791376936,24715.922885632503
644.7623856732048,43.16321076171042,9.81844920000882,42253.55109561031,9906.925173370098,44880.01497073992,10431.181575350234
436.6700914586312,65.97050508714021,9.794081789667672,14481.675496883954,8120.341276312812,13473.040108869125,8137.9907469149275
805.7164806830538,50.643383233764766,9.780715374489711,65089.70239576975,19840.985857169777,63001.29594090673,20464.81692520554
496.54065370859905,64.11630991319784,9.785908131926696,19790.523037123618,10196.629443409278,20988.5994840375,10063.657311818544
317.0211765020177,33.28710905712267,9.823865309515602,9387.200845322848,1540.803883134943,9619.147449413707,1519.9337069910332
751.8306071350175,68.19916353512178,9.821828151765244,39689.035863878475,24806.366876637665,40044.506375143035,23189.722517076025
423.97747558493427,29.22006208857151,9.794760450043917,15637.923726081232,2186.7318696405337,15130.90616577566,2098.3592993844536
958.32100904704,48.22691656023036,9.79425977131422,93172.85611489856,26076.686202421493,93314.96714951156,28763.851406565278
967.7500039018112,24.980497922171196,9.819643249355124,73019.08250908644,8504.775989561549,71055.49325282761,7992.775134705103
940.405073154314,43.286856513833534,9.826886873494772,89833.2227006646,21153.91187814572,85973.15141574753,20460.60012399613
559.1110901788111,32.27226466560922,9.81895686283988,28746.166775401227,4538.275462504274,27193.791159799097,4517.009403903181
310.8196315702072,28.669240144605,9.810278933851539,8290.530583674086,1133.287414284805,8615.559009786604,1129.8643596123595
949.8229938114077,77.68895126196263,9.79213356751659,38384.86860608343,43971.485777789094,38268.93453367753,44815.135499032614
599.72890382212,21.205187384071145,9.806287395704762,24736.94969954565,2399.3517731516254,25125.955232558805,2343.072493009844
